,Location,No. of Bedrooms,City,price_lack
8613,Ghodbunder Road,1.0,Mumbai,5400000
8614,Juhu,3.0,Mumbai,60100000
8615,Dronagiri,1.0,Mumbai,3000000
8616,Dronagiri,1.0,Mumbai,3650000
8617,Dronagiri,1.0,Mumbai,4200000
8618,Dronagiri,1.0,Mumbai,3001000
8619,Panvel,2.0,Mumbai,6800000
8620,Ghodbunder Road,1.0,Mumbai,5400000
8621,Juhu,3.0,Mumbai,60100000
8622,Dronagiri,1.0,Mumbai,3000000
8623,Dronagiri,1.0,Mumbai,3650000
8624,Dronagiri,1.0,Mumbai,4200000
8625,Dronagiri,1.0,Mumbai,3001000
8626,Sector 21 Ulwe,2.0,Mumbai,7200000
8627,Dronagiri,2.0,Mumbai,6100000
8628,Bhiwandi,2.0,Mumbai,4000000
8629,Vasai,3.0,Mumbai,7500000
8630,Vasai,2.0,Mumbai,5760000
8631,Bhiwandi,2.0,Mumbai,6952000
8632,Bhiwandi,2.0,Mumbai,6137000
8633,Mira Road East,1.0,Mumbai,5600000
8634,Bhiwandi,3.0,Mumbai,8600000
8635,Bhiwandi,3.0,Mumbai,8100000
8636,Bhiwandi,2.0,Mumbai,8100000
8637,Bhiwandi,2.0,Mumbai,7500000
8638,Bhiwandi,2.0,Mumbai,6800000
8639,Bhiwandi,2.0,Mumbai,6200000
8640,Bhiwandi,2.0,Mumbai,5600000
8641,Vasai,2.0,Mumbai,4600000
8642,Vasai,1.0,Mumbai,3350000
8643,Dadar East,4.0,Mumbai,85000000
8644,Dahisar,1.0,Mumbai,6500000
8645,Ghatkopar,3.0,Mumbai,18000000
8646,Ghatkopar,1.0,Mumbai,8500000
8647,Worli,4.0,Mumbai,125000000
8648,Breach Candy,2.0,Mumbai,80000000
8649,Wadala,3.0,Mumbai,28800000
8650,Wadala,3.0,Mumbai,30000000
8651,Wadala,3.0,Mumbai,45100000
8652,Wadala,3.0,Mumbai,39200000
8653,Wadala,2.0,Mumbai,25400000
8654,Kandivali West,2.0,Mumbai,15200000
8655,Andheri East,2.0,Mumbai,20000000
8656,Goregaon East,2.0,Mumbai,29000000
8657,Malad East,3.0,Mumbai,30000000
8658,Worli South Mumbai,2.0,Mumbai,46500000
8659,Andheri East,3.0,Mumbai,33400000
8660,Asangaon,1.0,Mumbai,2035000
8661,Thane,1.0,Mumbai,8500000
8662,Koparkhairane Station Road,2.0,Mumbai,12500000
8663,Thane,2.0,Mumbai,6600000
8664,Thane,2.0,Mumbai,6900000
8665,Thane,2.0,Mumbai,6800000
8666,Thane,2.0,Mumbai,6700000
8667,Thane,2.0,Mumbai,3000000
8668,Thane,2.0,Mumbai,4500000
8669,Thane,2.0,Mumbai,5300000
8670,Thane,1.0,Mumbai,3000000
8671,Thane,2.0,Mumbai,4500000
8672,Thane,1.0,Mumbai,5300000
8673,Koparkhairane Station Road,2.0,Mumbai,10500000
8674,Koparkhairane Station Road,2.0,Mumbai,10000000
8675,Sector 17 Ulwe,2.0,Mumbai,16000000
8676,Kopar Khairane Sector 19A,3.0,Mumbai,17000000
8677,Koparkhairane Station Road,1.0,Mumbai,7500000
8678,Kanjurmarg,3.0,Mumbai,23000000
8679,Thane,2.0,Mumbai,3000000
8680,Thane,2.0,Mumbai,4500000
8681,Thane,2.0,Mumbai,5300000
8682,Thane,1.0,Mumbai,3000000
8683,Thane,2.0,Mumbai,4500000
8684,Thane,1.0,Mumbai,5300000
8685,Thane,1.0,Mumbai,3000000
8686,Thane,1.0,Mumbai,2000000
8687,Thane,1.0,Mumbai,2000000
8688,Thane,1.0,Mumbai,5300000
8689,Thane,1.0,Mumbai,5300000
8690,Thane,2.0,Mumbai,4500000
8691,Thane,1.0,Mumbai,2000000
8692,Thane,1.0,Mumbai,2000000
8693,Thane,1.0,Mumbai,5300000
8694,Thane,1.0,Mumbai,3000000
8695,Thane,1.0,Mumbai,2000000
8696,Thane,1.0,Mumbai,5300000
8697,Thane,1.0,Mumbai,5300000
8698,Thane,1.0,Mumbai,2000000
8699,Thane,1.0,Mumbai,5300000
8700,Thane,1.0,Mumbai,5300000
8701,Thane,1.0,Mumbai,2000000
8702,Thane,1.0,Mumbai,2000000
8703,Thane,1.0,Mumbai,2000000
8704,Thane,1.0,Mumbai,2000000
8705,Thane,1.0,Mumbai,8500000
8706,Thane,1.0,Mumbai,5300000
8707,Thane,1.0,Mumbai,2000000
8708,Thane,1.0,Mumbai,5300000
8709,Thane,1.0,Mumbai,5300000
8710,Thane,1.0,Mumbai,3000000
8711,Thane,1.0,Mumbai,2000000
8712,Thane,1.0,Mumbai,3000000
8713,Kandivali West,1.0,Mumbai,8800000
8714,Eastern Express Highway Vikhroli,2.0,Mumbai,17000000
8715,Magathane,2.0,Mumbai,20700000
8716,Magathane,2.0,Mumbai,18000000
8717,Magathane,2.0,Mumbai,17500000
8718,Ambernath East,1.0,Mumbai,3874000
8719,Magathane,1.0,Mumbai,9600000
8720,Magathane,1.0,Mumbai,10800000
8721,Dattapada,2.0,Mumbai,18500000
8722,Dattapada,2.0,Mumbai,21000000
8723,Dattapada,2.0,Mumbai,15000000
8724,Magathane,2.0,Mumbai,21000000
8725,Magathane,3.0,Mumbai,30000000
8726,Magathane,3.0,Mumbai,30000000
8727,Magathane,3.0,Mumbai,27000000
8728,Magathane,2.0,Mumbai,22100000
8729,Magathane,2.0,Mumbai,22100000
8730,Magathane,1.0,Mumbai,9600000
8731,Magathane,1.0,Mumbai,10800000
8732,Dattapada,2.0,Mumbai,18500000
8733,Dattapada,2.0,Mumbai,21000000
8734,Dattapada,2.0,Mumbai,15000000
8735,Magathane,2.0,Mumbai,21000000
8736,Magathane,3.0,Mumbai,30000000
8737,Magathane,3.0,Mumbai,30000000
8738,Magathane,3.0,Mumbai,27000000
8739,Magathane,2.0,Mumbai,22100000
8740,Magathane,2.0,Mumbai,22100000
8741,Magathane,3.0,Mumbai,18500000
8742,Magathane,1.0,Mumbai,10500000
8743,Dattapada,2.0,Mumbai,16500000
8744,Magathane,1.0,Mumbai,9600000
8745,Dattapada,3.0,Mumbai,28500000
8746,Magathane,3.0,Mumbai,28000000
8747,Dattapada,2.0,Mumbai,19000000
8748,Rajendra Nagar,3.0,Mumbai,18800000
8749,Magathane,3.0,Mumbai,27000000
8750,Dattapada,2.0,Mumbai,15000000
8751,Dattapada,3.0,Mumbai,24000000
8752,Dattapada,1.0,Mumbai,11200000
8753,Magathane,2.0,Mumbai,19000000
8754,Magathane,3.0,Mumbai,27500000
8755,Dattapada,3.0,Mumbai,23000000
8756,Magathane,1.0,Mumbai,10000000
8757,Magathane,2.0,Mumbai,17000000
8758,Dattapada,2.0,Mumbai,15500000
8759,Magathane,2.0,Mumbai,14500000
8760,Magathane,2.0,Mumbai,20500000
8761,Magathane,2.0,Mumbai,22500000
8762,Magathane,3.0,Mumbai,26500000
8763,Dattapada,3.0,Mumbai,23000000
8764,Rajendra Nagar,3.0,Mumbai,18000000
8765,Rajendra Nagar,3.0,Mumbai,19000000
8766,Magathane,3.0,Mumbai,29000000
8767,Magathane,2.0,Mumbai,16500000
8768,Magathane,2.0,Mumbai,20500000
8769,Rajendra Nagar,3.0,Mumbai,19000000
8770,Magathane,2.0,Mumbai,20500000
8771,Magathane,1.0,Mumbai,9800000
8772,Magathane,1.0,Mumbai,9800000
8773,Magathane,2.0,Mumbai,21000000
8774,Kulupwadi,2.0,Mumbai,14500000
8775,Dattapada,2.0,Mumbai,16500000
8776,Dattapada,2.0,Mumbai,18000000
8777,Magathane,2.0,Mumbai,21000000
8778,Dattapada,2.0,Mumbai,15000000
8779,Magathane,3.0,Mumbai,29000000
8780,Magathane,3.0,Mumbai,29000000
8781,Magathane,2.0,Mumbai,16500000
8782,Kandivali East,3.0,Mumbai,28200000
8783,Kandivali East,3.0,Mumbai,26400000
8784,Kandivali East,2.0,Mumbai,16800000
8785,Kandivali East,2.0,Mumbai,18600000
8786,Magathane,2.0,Mumbai,17500000
8787,Samata Nagar Thakur Village,3.0,Mumbai,26000000
8788,Samata Nagar Thakur Village,3.0,Mumbai,28000000
8789,Sector 17 Ulwe,2.0,Mumbai,16000000
8790,Kopar Khairane Sector 19A,3.0,Mumbai,17000000
8791,Koparkhairane Station Road,1.0,Mumbai,7500000
8792,Kanjurmarg,3.0,Mumbai,23000000
8793,Mira Road and Beyond,1.0,Mumbai,10900000
8794,Mira Road and Beyond,1.0,Mumbai,7400000
8795,Mira Road and Beyond,1.0,Mumbai,7300000
8796,West Amardeep Colony,2.0,Mumbai,17600000
8797,Pant Nagar,1.0,Mumbai,7500000
8798,mumbai,3.0,Mumbai,36100000
8799,Mira Road and Beyond,2.0,Mumbai,6000000
8800,Mira Road and Beyond,2.0,Mumbai,4200000
8801,Mira Road and Beyond,3.0,Mumbai,9800000
8802,Mira Road and Beyond,2.0,Mumbai,3500000
8803,Mira Road and Beyond,1.0,Mumbai,5800000
8804,Mira Road and Beyond,1.0,Mumbai,2700000
8805,Mira Road and Beyond,2.0,Mumbai,4200000
8806,Mira Road and Beyond,2.0,Mumbai,6400000
8807,Mira Road and Beyond,1.0,Mumbai,3500000
8808,Four Bungalows,2.0,Mumbai,9500000
8809,Four Bungalows,1.0,Mumbai,7000000
8810,Dattapada,2.0,Mumbai,17500000
8811,Dattapada,3.0,Mumbai,19500000
8812,no 9,3.0,Mumbai,26000000
8813,Dattapada,3.0,Mumbai,19500000
8814,Dattapada,2.0,Mumbai,16000000
8815,Rajendra Nagar,3.0,Mumbai,19000000
8816,Magathane,3.0,Mumbai,27000000
8817,Magathane,3.0,Mumbai,27000000
8818,Rajendra Nagar,3.0,Mumbai,18000000
8819,Magathane,2.0,Mumbai,20500000
8820,Magathane,3.0,Mumbai,26500000
8821,Magathane,3.0,Mumbai,18500000
8822,Magathane,3.0,Mumbai,20000000
8823,Rajendra Nagar,3.0,Mumbai,19100000
8824,Magathane,3.0,Mumbai,30000000
8825,Magathane,2.0,Mumbai,22500000
8826,Kandivali East,2.0,Mumbai,12000000
8827,kolshet,2.0,Mumbai,12000000
8828,Hiranandani Meadows,3.0,Mumbai,28000000
8829,Hiranandani Meadows,3.0,Mumbai,21500000
8830,Badlapur,1.0,Mumbai,2170000
8831,Kalpataru,2.0,Mumbai,19500000
8832,kolshet,2.0,Mumbai,9000000
8833,Thane,2.0,Mumbai,3500000
8834,Kharghar,2.0,Mumbai,9500000
8835,Thane West,2.0,Mumbai,13000000
8836,Malad West,2.0,Mumbai,16000000
8837,Khar,2.0,Mumbai,35000000
8838,Khar,2.0,Mumbai,34800000
8839,taloja panchanand,2.0,Mumbai,7900000
8840,taloja panchanand,1.0,Mumbai,4700000
8841,Petali,1.0,Mumbai,3800000
8842,kolshet,2.0,Mumbai,9800000
8843,kolshet,1.0,Mumbai,5900000
8844,Borivali East,1.0,Mumbai,11299999
8845,Borivali East,2.0,Mumbai,15500000
8846,Kamothe,2.0,Mumbai,8725000
8847,Kharghar Sector 34C,2.0,Mumbai,13200000
8848,Bhandup West,1.0,Mumbai,6800000
8849,Wadala,3.0,Mumbai,31000000
8850,Wadala,3.0,Mumbai,40000000
8851,Ghatkopar East,4.0,Mumbai,58500000
8852,Malad West,3.0,Mumbai,40199999
8853,Mumbai Agra National Highway,1.0,Mumbai,5000000
8854,Dahisar,1.0,Mumbai,6500000
8855,Malad West,3.0,Mumbai,21500000
8856,vasant vihar thane west,1.0,Mumbai,6400000
8857,Thane West,1.0,Mumbai,6400000
8858,Kalyan West,2.0,Mumbai,7000000
8859,Shirgaon,1.0,Mumbai,2350000
8860,Kandivali East,4.0,Mumbai,29500000
8861,Pokhran 2,2.0,Mumbai,10500000
8862,Sector 20 Kharghar,3.0,Mumbai,11000000
8863,Virar,1.0,Mumbai,2800000
8864,Mira Road East,2.0,Mumbai,8000000
8865,Mira Road East,1.0,Mumbai,6000000
8866,Mira Road East,1.0,Mumbai,4800000
8867,Kharghar,3.0,Mumbai,17500000
8868,Kharghar,2.0,Mumbai,10000000
8869,Kharghar,3.0,Mumbai,16500000
8870,Kharghar,3.0,Mumbai,17500000
8871,Kharghar,1.0,Mumbai,4800000
8872,Kharghar,3.0,Mumbai,14000000
8873,Kharghar,2.0,Mumbai,10000000
8874,Kharghar,2.0,Mumbai,10000000
8875,Kharghar,3.0,Mumbai,12500000
8876,Kharghar,2.0,Mumbai,13500000
8877,Kharghar,3.0,Mumbai,16500000
8878,Kharghar,3.0,Mumbai,16500000
8879,Kharghar,3.0,Mumbai,21000000
8880,Kharghar,3.0,Mumbai,12500000
8881,Kharghar,3.0,Mumbai,16000000
8882,Kharghar,3.0,Mumbai,17000000
8883,Kharghar,2.0,Mumbai,10000000
8884,Kharghar,3.0,Mumbai,12500000
8885,Kharghar,2.0,Mumbai,9500000
8886,Kharghar,4.0,Mumbai,31100000
8887,Kharghar,3.0,Mumbai,16000000
8888,Kharghar,3.0,Mumbai,17000000
8889,Kharghar,2.0,Mumbai,10000000
8890,Kharghar,3.0,Mumbai,12500000
8891,Kharghar,2.0,Mumbai,9500000
8892,Kharghar,4.0,Mumbai,31100000
8893,Kharghar,4.0,Mumbai,30400000
8894,Kharghar,2.0,Mumbai,12300000
8895,Kharghar,2.0,Mumbai,11600000
8896,Kharghar,3.0,Mumbai,16000000
8897,Kharghar,2.0,Mumbai,9600000
8898,Kharghar,3.0,Mumbai,16500000
8899,Kharghar,3.0,Mumbai,18500000
8900,Kharghar,2.0,Mumbai,15500000
8901,Kharghar,3.0,Mumbai,17900000
8902,Kharghar,4.0,Mumbai,30400000
8903,Kharghar,3.0,Mumbai,13300000
8904,Kandivali East,4.0,Mumbai,28000000
8905,Kanjurmarg,1.0,Mumbai,8500000
8906,juhu tara,3.0,Mumbai,180000000
8907,Mira Road and Beyond,1.0,Mumbai,3000000
8908,Goregaon East,3.0,Mumbai,29400000
8909,Kandivali East,3.0,Mumbai,31000000
8910,Kandivali East,3.0,Mumbai,24500000
8911,Borivali West,2.0,Mumbai,22000000
8912,Malad West,2.0,Mumbai,16000000
8913,Kandivali West,3.0,Mumbai,17500000
8914,Kandivali East,3.0,Mumbai,31500000
8915,Kandivali West,3.0,Mumbai,26500000
8916,Kandivali East,4.0,Mumbai,47000000
8917,Kandivali East,2.0,Mumbai,21000000
8918,Kandivali East,1.0,Mumbai,6100000
8919,Peddar Road,3.0,Mumbai,100000000
8920,Bhandup West,2.0,Mumbai,13500000
8921,Bhandup West,1.0,Mumbai,5500000
8922,Ulwe,1.0,Mumbai,4500000
8923,Palm Beach,2.0,Mumbai,16500000
8924,Mira Road East,1.0,Mumbai,4800000
8925,Goregaon West,3.0,Mumbai,21500000
8926,Lower Parel,5.0,Mumbai,360000000
8927,Sector 21 Kamothe,1.0,Mumbai,5500000
8928,Sector 21 Kamothe,1.0,Mumbai,5600000
8929,Sector 21 Kamothe,2.0,Mumbai,9500000
8930,Sector 19 Kharghar,2.0,Mumbai,7600000
8931,Sector 20 Kharghar,2.0,Mumbai,7400000
8932,Sector 20 Kharghar,2.0,Mumbai,7000000
8933,Sector 20 Kharghar,1.0,Mumbai,5000000
8934,Sector 10,2.0,Mumbai,6400000
8935,Sector 20 Kharghar,3.0,Mumbai,8500000
8936,Sector 19 Kamothe,2.0,Mumbai,8700000
8937,Panvel,2.0,Mumbai,8200000
8938,Kamothe,2.0,Mumbai,6500000
8939,Sector 20 Kamothe,2.0,Mumbai,8300000
8940,Goregaon West,3.0,Mumbai,21500000
8941,Lower Parel,5.0,Mumbai,360000000
8942,Tilak Nagar,2.0,Mumbai,18500000
8943,Kamothe,2.0,Mumbai,9350000
8944,Kamothe,3.0,Mumbai,10000000
8945,Kamothe,2.0,Mumbai,7000000
8946,Kamothe,2.0,Mumbai,5800000
8947,Kamothe,1.0,Mumbai,4800000
8948,Kamothe,3.0,Mumbai,11000000
8949,Kamothe,2.0,Mumbai,8500000
8950,Vasai,2.0,Mumbai,48000000
8951,Ghatkopar West,3.0,Mumbai,72500000
8952,Tardeo,2.0,Mumbai,70000000
8953,Thane West,4.0,Mumbai,175000000
8954,Worli,4.0,Mumbai,120000000
8955,Mahalaxmi,3.0,Mumbai,75000000
8956,Ulwe,1.0,Mumbai,4500000
8957,Palm Beach,2.0,Mumbai,16500000
8958,Mira Road East,1.0,Mumbai,4800000
8959,Goregaon West,3.0,Mumbai,21500000
8960,Lower Parel,5.0,Mumbai,360000000
8961,Tilak Nagar,2.0,Mumbai,18500000
8962,Thane West,2.0,Mumbai,9000000
8963,Kalyan West,3.0,Mumbai,7500000
8964,Borivali East,1.0,Mumbai,11000000
8965,Borivali East,3.0,Mumbai,22500000
8966,Dahisar West,2.0,Mumbai,14500000
8967,Nerul,2.0,Mumbai,14500000
8968,Nerul,2.0,Mumbai,13000000
8969,Nerul,1.0,Mumbai,6500000
8970,Kandivali East,1.0,Mumbai,7000000
8971,Sector-3 Ulwe,2.0,Mumbai,7800000
8972,Sector-3 Ulwe,1.0,Mumbai,5100000
8973,Mulund West,1.0,Mumbai,9000000
8974,Borivali East,2.0,Mumbai,21500000
8975,Kandivali West,3.0,Mumbai,32000000
8976,Taloja,2.0,Mumbai,5300000
8977,Taloja,1.0,Mumbai,3800000
8978,Link Road,2.0,Mumbai,16000000
8979,Borivali East,3.0,Mumbai,23000000
8980,Borivali West,2.0,Mumbai,16299999
8981,Haridas Nagar,2.0,Mumbai,20000000
8982,Shimpoli,2.0,Mumbai,21000000
8983,TPS Road,3.0,Mumbai,18500000
8984,Off Shimpoli road,2.0,Mumbai,20500000
8985,Wadala,1.0,Mumbai,12500000
8986,Wadala,3.0,Mumbai,40000000
8987,Borivali West,1.0,Mumbai,11000000
8988,Mahalaxmi,3.0,Mumbai,150000000
8989,Worli,1.0,Mumbai,19500000
8990,Lower Parel,2.0,Mumbai,55000000
8991,Worli,2.0,Mumbai,45000000
8992,Worli,4.0,Mumbai,400000000
8993,Worli,3.0,Mumbai,70000000
8994,Prabhadevi,3.0,Mumbai,85000000
8995,Kandivali East,4.0,Mumbai,35000000
8996,Kandivali East,3.0,Mumbai,18000000
8997,Kharghar,2.0,Mumbai,11200000
8998,Sunil Nagar,2.0,Mumbai,7500000
8999,Sector 30 Kharghar,1.0,Mumbai,4500000
9000,Sector 19 Kharghar,2.0,Mumbai,13500000
9001,Sector 10,2.0,Mumbai,16000000
9002,Sector 10,2.0,Mumbai,11000000
9003,Sector 20 Kharghar,1.0,Mumbai,6500000
9004,Sector 20 Kharghar,1.0,Mumbai,5600000
9005,Sector 10,1.0,Mumbai,7200000
9006,Sector 20 Kharghar,1.0,Mumbai,5500000
9007,Sector 15 Kharghar,1.0,Mumbai,6000000
9008,Sector 12 A,2.0,Mumbai,13200000
9009,Sector 19 Kharghar,1.0,Mumbai,6000000
9010,Sector 18,2.0,Mumbai,11500000
9011,Sector 18,3.0,Mumbai,15000000
9012,Sector 19 Kharghar,1.0,Mumbai,5600000
9013,Sector 15,2.0,Mumbai,12700000
9014,Sector 35G,2.0,Mumbai,9500000
9015,Sector 18,2.0,Mumbai,14000000
9016,Sector 5,2.0,Mumbai,10500000
9017,Sector 10,2.0,Mumbai,9900000
9018,Sector 19 Kharghar,2.0,Mumbai,10000000
9019,Sector 20 Kharghar,2.0,Mumbai,13000000
9020,Sector 35I Kharghar,1.0,Mumbai,7800000
9021,Sector 35I Kharghar,2.0,Mumbai,9800000
9022,Sector 30 Kharghar,1.0,Mumbai,4500000
9023,Sector 12 Kharghar,3.0,Mumbai,15000000
9024,Sector 20 Kharghar,1.0,Mumbai,5300000
9025,Sector 20 Kharghar,3.0,Mumbai,16000000
9026,Sector 20 Kharghar,2.0,Mumbai,11100000
9027,Sector 15,2.0,Mumbai,12700000
9028,Sector 20 Kharghar,2.0,Mumbai,11000000
9029,Sector 19 Kharghar,1.0,Mumbai,6500000
9030,Sector 20 Kharghar,2.0,Mumbai,13000000
9031,Sector 20 Kharghar,1.0,Mumbai,5500000
9032,Sector 10,1.0,Mumbai,7200000
9033,Sector 15,1.0,Mumbai,6000000
9034,Sector 30,1.0,Mumbai,5500000
9035,Sector 35G,2.0,Mumbai,10500000
9036,Sector 35I Kharghar,1.0,Mumbai,7000000
9037,Sector 36 Kharghar,1.0,Mumbai,4600000
9038,Sector 20 Kharghar,2.0,Mumbai,8000000
9039,Sector 10,2.0,Mumbai,10600000
9040,Sector 11 Belapur,2.0,Mumbai,11500000
9041,Sector 20 Kharghar,2.0,Mumbai,10500000
9042,Sector 20 Kharghar,2.0,Mumbai,11100000
9043,Sector 15 Kharghar,2.0,Mumbai,12700000
9044,Sector-34B Kharghar,2.0,Mumbai,9900000
9045,Dombivali East,1.0,Mumbai,3800000
9046,Dombivali East,1.0,Mumbai,3600000
9047,Dombivali East,1.0,Mumbai,3700000
9048,Dombivali East,1.0,Mumbai,3000000
9049,Dombivali East,3.0,Mumbai,7600000
9050,Sector 15,2.0,Mumbai,12700000
9051,Sector 35G,2.0,Mumbai,9500000
9052,Sector 18,2.0,Mumbai,14000000
9053,Sector 5,2.0,Mumbai,10500000
9054,Sector 10,2.0,Mumbai,9900000
9055,Sector 19 Kharghar,2.0,Mumbai,10000000
9056,Sector 20 Kharghar,2.0,Mumbai,13000000
9057,Sector 35I Kharghar,1.0,Mumbai,7800000
9058,Sector 35I Kharghar,2.0,Mumbai,9800000
9059,Sector 30 Kharghar,1.0,Mumbai,4500000
9060,Sector 12 Kharghar,3.0,Mumbai,15000000
9061,Sector 20 Kharghar,1.0,Mumbai,5300000
9062,Sector 20 Kharghar,3.0,Mumbai,16000000
9063,Sector 20 Kharghar,2.0,Mumbai,11100000
9064,Sector 15,2.0,Mumbai,12700000
9065,Sector 20 Kharghar,2.0,Mumbai,11000000
9066,Sector 10,1.0,Mumbai,7200000
9067,Sector 15,1.0,Mumbai,6000000
9068,Sector 30,1.0,Mumbai,5500000
9069,Sector 35G,2.0,Mumbai,10500000
9070,Sector 35I Kharghar,1.0,Mumbai,7000000
9071,Sector 36 Kharghar,1.0,Mumbai,4600000
9072,Sector 20 Kharghar,2.0,Mumbai,8000000
9073,Sector 10,2.0,Mumbai,10600000
9074,Sector 11 Belapur,2.0,Mumbai,11500000
9075,Sector 20 Kharghar,2.0,Mumbai,10500000
9076,Sector 20 Kharghar,2.0,Mumbai,11100000
9077,Sector 15 Kharghar,2.0,Mumbai,12700000
9078,Sector-34B Kharghar,2.0,Mumbai,9900000
9079,Dombivali East,1.0,Mumbai,3800000
9080,Dombivali East,1.0,Mumbai,3600000
9081,Dombivali East,1.0,Mumbai,3700000
9082,Dombivali East,1.0,Mumbai,3000000
9083,Dombivali East,3.0,Mumbai,7600000
9084,Kandivali West,3.0,Mumbai,33000000
9085,Virar East,1.0,Mumbai,2100000
9086,Nerul,1.0,Mumbai,8000000
9087,Roadpali,3.0,Mumbai,21000000
9088,Goregaon West,3.0,Mumbai,25500000
9089,Sector-50 Seawoods,3.0,Mumbai,16000000
9090,Ulwe,1.0,Mumbai,5500000
9091,Borivali West,2.0,Mumbai,13000000
9092,Mumbai Highway,2.0,Mumbai,8000000
9093,Sector 36 Kharghar,2.0,Mumbai,8500000
9094,Sector 18 Kharghar,2.0,Mumbai,14500000
9095,Thane West,1.0,Mumbai,6990000
9096,Sector 36 Kharghar,2.0,Mumbai,8500000
9097,Sector 18 Kharghar,2.0,Mumbai,14000000
9098,Mumbai Highway,2.0,Mumbai,10000000
9099,Sector 18 Kharghar,2.0,Mumbai,13000000
9100,Sector 35I Kharghar,2.0,Mumbai,11500000
9101,Sector 7 Kharghar,3.0,Mumbai,17500000
9102,Sector 18 Kharghar,2.0,Mumbai,14000000
9103,Sector 18 Kharghar,2.0,Mumbai,14000000
9104,Mumbai Highway,3.0,Mumbai,19000000
9105,Worli,3.0,Mumbai,70000000
9106,Prabhadevi,3.0,Mumbai,85000000
9107,Worli,3.0,Mumbai,85000000
9108,Prabhadevi,3.0,Mumbai,85000000
9109,Kandivali East,1.0,Mumbai,8200000
9110,Borivali West,1.0,Mumbai,12000000
9111,Panvel,1.0,Mumbai,2800000
9112,Ghatkopar,3.0,Mumbai,29000000
9113,Kharghar,2.0,Mumbai,11000000
9114,Kharghar,3.0,Mumbai,9500000
9115,Kharghar,2.0,Mumbai,6500000
9116,Kharghar,1.0,Mumbai,3700000
9117,Lokhandwala Township,2.0,Mumbai,10500000
9118,Andheri East,2.0,Mumbai,12000000
9119,Andheri,3.0,Mumbai,8500000
9120,Andheri,2.0,Mumbai,18000000
9121,Goregaon East,3.0,Mumbai,25000000
9122,Andheri,2.0,Mumbai,14000000
9123,Andheri,3.0,Mumbai,30000000
9124,Kharghar,2.0,Mumbai,9500000
9125,Kharghar,2.0,Mumbai,9900000
9126,Kharghar,3.0,Mumbai,18500000
9127,Kharghar,2.0,Mumbai,8200000
9128,Kharghar,2.0,Mumbai,9300000
9129,Kharghar,1.0,Mumbai,5800000
9130,Kharghar,3.0,Mumbai,14200000
9131,Kharghar,3.0,Mumbai,15500000
9132,Kharghar,2.0,Mumbai,7900000
9133,Kharghar,3.0,Mumbai,10500000
9134,Kharghar,2.0,Mumbai,11000000
9135,Kharghar,1.0,Mumbai,5300000
9136,Kharghar,3.0,Mumbai,10100000
9137,Kharghar,2.0,Mumbai,10000000
9138,Kharghar,2.0,Mumbai,13000000
9139,Panvel,2.0,Mumbai,11399999
9140,Borivali East,3.0,Mumbai,31500000
9141,Malad West,3.0,Mumbai,23300000
9142,Andheri West,4.0,Mumbai,110000000
9143,Chembur,1.0,Mumbai,10000000
9144,Sector 20 Kamothe,1.0,Mumbai,3500000
9145,Malad West,1.0,Mumbai,9200000
9146,Shastri Nagar,3.0,Mumbai,29000000
9147,Wadala East Wadala,3.0,Mumbai,56000000
9148,Parel,1.0,Mumbai,15500000
9149,Thane West,1.0,Mumbai,8000000
9150,Thane West,1.0,Mumbai,7200000
9151,Thane West,1.0,Mumbai,7500000
9152,Thane West,3.0,Mumbai,18000000
9153,Kharghar,3.0,Mumbai,16200000
9154,Wadala East Wadala,1.0,Mumbai,15500000
9155,Wadala East Wadala,2.0,Mumbai,15000000
9156,Wadala East Wadala,2.0,Mumbai,15000000
9157,Wadala East Wadala,1.0,Mumbai,14000000
9158,Wadala East Wadala,1.0,Mumbai,13500000
9159,Haridas Nagar,3.0,Mumbai,23000000
9160,Kalwa,1.0,Mumbai,7500000
9161,PARSIK NAGAR,2.0,Mumbai,9000000
9162,Maharashtra Nagar,1.0,Mumbai,6500000
9163,Pant Nagar,2.0,Mumbai,8000000
9164,Patlipada,2.0,Mumbai,19000000
9165,Wadala East Wadala,2.0,Mumbai,15000000
9166,Wadala East Wadala,2.0,Mumbai,15000000
9167,Wadala East Wadala,1.0,Mumbai,14000000
9168,Wadala East Wadala,1.0,Mumbai,13500000
9169,Wadala East Wadala,3.0,Mumbai,56000000
9170,Haridas Nagar,3.0,Mumbai,23000000
9171,Andheri East,2.0,Mumbai,11100000
9172,Santacruz West,3.0,Mumbai,52500000
9173,mumbai,2.0,Mumbai,9500000
9174,Belapur,2.0,Mumbai,13500000
9175,Belapur,2.0,Mumbai,18000000
9176,Sector-12 Kamothe,2.0,Mumbai,12600000
9177,Sector-12 Kamothe,2.0,Mumbai,12600000
9178,Sector-12 Kamothe,2.0,Mumbai,12600000
9179,Nerul,3.0,Mumbai,38000000
9180,Sector 12 Kharghar,2.0,Mumbai,12600000
9181,Nerul,3.0,Mumbai,25000000
9182,Seawoods,2.0,Mumbai,17100000
9183,Seawoods,2.0,Mumbai,17100000
9184,Parel,5.0,Mumbai,92500000
9185,Thane West,1.0,Mumbai,7500000
9186,Majiwada,2.0,Mumbai,16500000
9187,Kalwa,1.0,Mumbai,7500000
9188,PARSIK NAGAR,2.0,Mumbai,9000000
9189,Maharashtra Nagar,1.0,Mumbai,6500000
